[(206601, 185102), (206852, 185102), (206592, 185247), (206871, 185244), (206618, 185170), (206838, 185170), (206728, 185169)]
[(206792, 185347), (207043, 185347), (206783, 185492), (207062, 185489), (206809, 185415), (207029, 185415), (206919, 185414)]
[(207007, 185580), (207258, 185580), (206998, 185725), (207277, 185722), (207024, 185648), (207244, 185648), (207134, 185647)]
[(207229, 185808), (207480, 185808), (207220, 185953), (207499, 185950), (207246, 185876), (207466, 185876), (207356, 185875)]
[(207405, 186059), (207656, 186059), (207396, 186204), (207675, 186201), (207422, 186127), (207642, 186127), (207532, 186126)]
[(207615, 186295), (207866, 186295), (207606, 186440), (207885, 186437), (207632, 186363), (207852, 186363), (207742, 186362)]
[(207844, 186519), (208095, 186519), (207835, 186664), (208114, 186661), (207861, 186587), (208081, 186587), (207971, 186586)]
[(208066, 186747), (208317, 186747), (208057, 186892), (208336, 186889), (208083, 186815), (208303, 186815), (208193, 186814)]
[(208281, 186980), (208532, 186980), (208272, 187125), (208551, 187122), (208298, 187048), (208518, 187048), (208408, 187047)]
[(208511, 187203), (208762, 187203), (208502, 187348), (208781, 187345), (208528, 187271), (208748, 187271), (208638, 187270)]
[(208726, 187436), (208977, 187436), (208717, 187581), (208996, 187578), (208743, 187504), (208963, 187504), (208853, 187503)]
[(208949, 187664), (209200, 187664), (208940, 187809), (209219, 187806), (208966, 187732), (209186, 187732), (209076, 187731)]
[(209119, 187917), (209370, 187917), (209110, 188062), (209389, 188059), (209136, 187985), (209356, 187985), (209246, 187984)]
[(209341, 188145), (209592, 188145), (209332, 188290), (209611, 188287), (209358, 188213), (209578, 188213), (209468, 188212)]
[(209551, 188381), (209802, 188381), (209542, 188526), (209821, 188523), (209568, 188449), (209788, 188449), (209678, 188448)]
[(209761, 188617), (210012, 188617), (209752, 188762), (210031, 188759), (209778, 188685), (209998, 188685), (209888, 188684)]
[(209983, 188845), (210234, 188845), (209974, 188990), (210253, 188987), (210000, 188913), (210220, 188913), (210110, 188912)]
[(210205, 189073), (210456, 189073), (210196, 189218), (210475, 189215), (210222, 189141), (210442, 189141), (210332, 189140)]
[(210435, 189296), (210686, 189296), (210426, 189441), (210705, 189438), (210452, 189364), (210672, 189364), (210562, 189363)]
[(210665, 189519), (210916, 189519), (210656, 189664), (210935, 189661), (210682, 189587), (210902, 189587), (210792, 189586)]
[(210878, 189753), (211129, 189753), (210869, 189898), (211148, 189895), (210895, 189821), (211115, 189821), (211005, 189820)]
[(211100, 189981), (211351, 189981), (211091, 190126), (211370, 190123), (211117, 190049), (211337, 190049), (211227, 190048)]
[(211323, 190208), (211574, 190208), (211314, 190353), (211593, 190350), (211340, 190276), (211560, 190276), (211450, 190275)]
[(211536, 190442), (211787, 190442), (211527, 190587), (211806, 190584), (211553, 190510), (211773, 190510), (211663, 190509)]
[(211735, 190684), (211986, 190684), (211726, 190829), (212005, 190826), (211752, 190752), (211972, 190752), (211862, 190751)]
[(211957, 190912), (212208, 190912), (211948, 191057), (212227, 191054), (211974, 190980), (212194, 190980), (212084, 190979)]
[(212141, 191160), (212392, 191160), (212132, 191305), (212411, 191302), (212158, 191228), (212378, 191228), (212268, 191227)]
[(212351, 191396), (212602, 191396), (212342, 191541), (212621, 191538), (212368, 191464), (212588, 191464), (212478, 191463)]
[(212573, 191624), (212824, 191624), (212564, 191769), (212843, 191766), (212590, 191692), (212810, 191692), (212700, 191691)]
[(212783, 191860), (213034, 191860), (212774, 192005), (213053, 192002), (212800, 191928), (213020, 191928), (212910, 191927)]
[(213005, 192088), (213256, 192088), (212996, 192233), (213275, 192230), (213022, 192156), (213242, 192156), (213132, 192155)]
[(213227, 192316), (213478, 192316), (213218, 192461), (213497, 192458), (213244, 192384), (213464, 192384), (213354, 192383)]
[(213449, 192544), (213700, 192544), (213440, 192689), (213719, 192686), (213466, 192612), (213686, 192612), (213576, 192611)]
[(213696, 192751), (213947, 192751), (213687, 192896), (213966, 192893), (213713, 192819), (213933, 192819), (213823, 192818)]
[(213935, 192967), (214186, 192967), (213926, 193112), (214205, 193109), (213952, 193035), (214172, 193035), (214062, 193034)]
[(214165, 193190), (214416, 193190), (214156, 193335), (214435, 193332), (214182, 193258), (214402, 193258), (214292, 193257)]
[(214375, 193426), (214626, 193426), (214366, 193571), (214645, 193568), (214392, 193494), (214612, 193494), (214502, 193493)]
[(214585, 193662), (214836, 193662), (214576, 193807), (214855, 193804), (214602, 193730), (214822, 193730), (214712, 193729)]
[(214795, 193898), (215046, 193898), (214786, 194043), (215065, 194040), (214812, 193966), (215032, 193966), (214922, 193965)]
[(214989, 194142), (215240, 194142), (214980, 194287), (215259, 194284), (215006, 194210), (215226, 194210), (215116, 194209)]
[(215214, 194368), (215465, 194368), (215205, 194513), (215484, 194510), (215231, 194436), (215451, 194436), (215341, 194435)]
[(215436, 194596), (215687, 194596), (215427, 194741), (215706, 194738), (215453, 194664), (215673, 194664), (215563, 194663)]
[(215765, 194885), (216016, 194885), (215756, 195030), (216035, 195027), (215782, 194953), (216002, 194953), (215892, 194952)]
[(216094, 195174), (216345, 195174), (216085, 195319), (216364, 195316), (216111, 195242), (216331, 195242), (216221, 195241)]
[(216423, 195463), (216674, 195463), (216414, 195608), (216693, 195605), (216440, 195531), (216660, 195531), (216550, 195530)]
[(216752, 195752), (217003, 195752), (216743, 195897), (217022, 195894), (216769, 195820), (216989, 195820), (216879, 195819)]
[(217081, 196041), (217332, 196041), (217072, 196186), (217351, 196183), (217098, 196109), (217318, 196109), (217208, 196108)]
[(217410, 196330), (217661, 196330), (217401, 196475), (217680, 196472), (217427, 196398), (217647, 196398), (217537, 196397)]
[(217739, 196619), (217990, 196619), (217730, 196764), (218009, 196761), (217756, 196687), (217976, 196687), (217866, 196686)]
[(218068, 196908), (218319, 196908), (218059, 197053), (218338, 197050), (218085, 196976), (218305, 196976), (218195, 196975)]
[(218397, 197197), (218648, 197197), (218388, 197342), (218667, 197339), (218414, 197265), (218634, 197265), (218524, 197264)]
[(218727, 197487), (218978, 197487), (218718, 197632), (218997, 197629), (218744, 197555), (218964, 197555), (218854, 197554)]
[(219057, 197777), (219308, 197777), (219048, 197922), (219327, 197919), (219074, 197845), (219294, 197845), (219184, 197844)]
[(219386, 198067), (219637, 198067), (219377, 198212), (219656, 198209), (219403, 198135), (219623, 198135), (219513, 198134)]
[(219716, 198357), (219967, 198357), (219707, 198502), (219986, 198499), (219733, 198425), (219953, 198425), (219843, 198424)]
[(220046, 198647), (220297, 198647), (220037, 198792), (220316, 198789), (220063, 198715), (220283, 198715), (220173, 198714)]
[(220375, 198937), (220626, 198937), (220366, 199082), (220645, 199079), (220392, 199005), (220612, 199005), (220502, 199004)]
[(220705, 199226), (220956, 199226), (220696, 199371), (220975, 199368), (220722, 199294), (220942, 199294), (220832, 199293)]
[(221035, 199515), (221286, 199515), (221026, 199660), (221305, 199657), (221052, 199583), (221272, 199583), (221162, 199582)]
[(221364, 199804), (221615, 199804), (221355, 199949), (221634, 199946), (221381, 199872), (221601, 199872), (221491, 199871)]
[(221694, 200094), (221945, 200094), (221685, 200239), (221964, 200236), (221711, 200162), (221931, 200162), (221821, 200161)]
[(222024, 200384), (222275, 200384), (222015, 200529), (222294, 200526), (222041, 200452), (222261, 200452), (222151, 200451)]
[(222354, 200674), (222605, 200674), (222345, 200819), (222624, 200816), (222371, 200742), (222591, 200742), (222481, 200741)]
[(222684, 200964), (222935, 200964), (222675, 201109), (222954, 201106), (222701, 201032), (222921, 201032), (222811, 201031)]
[(223014, 201254), (223265, 201254), (223005, 201399), (223284, 201396), (223031, 201322), (223251, 201322), (223141, 201321)]
[(223344, 201544), (223595, 201544), (223335, 201689), (223614, 201686), (223361, 201612), (223581, 201612), (223471, 201611)]
[(223674, 201834), (223925, 201834), (223665, 201979), (223944, 201976), (223691, 201902), (223911, 201902), (223801, 201901)]
[(224004, 202124), (224255, 202124), (223995, 202269), (224274, 202266), (224021, 202192), (224241, 202192), (224131, 202191)]
[(224334, 202414), (224585, 202414), (224325, 202559), (224604, 202556), (224351, 202482), (224571, 202482), (224461, 202481)]
[(224663, 202703), (224914, 202703), (224654, 202848), (224933, 202845), (224680, 202771), (224900, 202771), (224790, 202770)]
[(224992, 202992), (225243, 202992), (224983, 203137), (225262, 203134), (225009, 203060), (225229, 203060), (225119, 203059)]
[(225321, 203281), (225572, 203281), (225312, 203426), (225591, 203423), (225338, 203349), (225558, 203349), (225448, 203348)]
[(225650, 203570), (225901, 203570), (225641, 203715), (225920, 203712), (225667, 203638), (225887, 203638), (225777, 203637)]
[(225979, 203859), (226230, 203859), (225970, 204004), (226249, 204001), (225996, 203927), (226216, 203927), (226106, 203926)]
[(226308, 204148), (226559, 204148), (226299, 204293), (226578, 204290), (226325, 204216), (226545, 204216), (226435, 204215)]
[(226637, 204437), (226888, 204437), (226628, 204582), (226907, 204579), (226654, 204505), (226874, 204505), (226764, 204504)]
[(226966, 204726), (227217, 204726), (226957, 204871), (227236, 204868), (226983, 204794), (227203, 204794), (227093, 204793)]
[(227295, 205015), (227546, 205015), (227286, 205160), (227565, 205157), (227312, 205083), (227532, 205083), (227422, 205082)]
[(227622, 205302), (227873, 205302), (227613, 205447), (227892, 205444), (227639, 205370), (227859, 205370), (227749, 205369)]
[(227949, 205589), (228200, 205589), (227940, 205734), (228219, 205731), (227966, 205657), (228186, 205657), (228076, 205656)]
[(228276, 205876), (228527, 205876), (228267, 206021), (228546, 206018), (228293, 205944), (228513, 205944), (228403, 205943)]
[(228603, 206163), (228854, 206163), (228594, 206308), (228873, 206305), (228620, 206231), (228840, 206231), (228730, 206230)]
[(228930, 206450), (229181, 206450), (228921, 206595), (229200, 206592), (228947, 206518), (229167, 206518), (229057, 206517)]
[(229257, 206737), (229508, 206737), (229248, 206882), (229527, 206879), (229274, 206805), (229494, 206805), (229384, 206804)]
[(229584, 207024), (229835, 207024), (229575, 207169), (229854, 207166), (229601, 207092), (229821, 207092), (229711, 207091)]
[(229911, 207311), (230162, 207311), (229902, 207456), (230181, 207453), (229928, 207379), (230148, 207379), (230038, 207378)]
[(230238, 207598), (230489, 207598), (230229, 207743), (230508, 207740), (230255, 207666), (230475, 207666), (230365, 207665)]
[(230572, 207892), (230823, 207892), (230563, 208037), (230842, 208034), (230589, 207960), (230809, 207960), (230699, 207959)]
[(230906, 208186), (231157, 208186), (230897, 208331), (231176, 208328), (230923, 208254), (231143, 208254), (231033, 208253)]
[(231240, 208480), (231491, 208480), (231231, 208625), (231510, 208622), (231257, 208548), (231477, 208548), (231367, 208547)]
[(231574, 208774), (231825, 208774), (231565, 208919), (231844, 208916), (231591, 208842), (231811, 208842), (231701, 208841)]
[(231908, 209068), (232159, 209068), (231899, 209213), (232178, 209210), (231925, 209136), (232145, 209136), (232035, 209135)]
[(232242, 209362), (232493, 209362), (232233, 209507), (232512, 209504), (232259, 209430), (232479, 209430), (232369, 209429)]
[(232576, 209656), (232827, 209656), (232567, 209801), (232846, 209798), (232593, 209724), (232813, 209724), (232703, 209723)]
[(232910, 209950), (233161, 209950), (232901, 210095), (233180, 210092), (232927, 210018), (233147, 210018), (233037, 210017)]
[(233244, 210244), (233495, 210244), (233235, 210389), (233514, 210386), (233261, 210312), (233481, 210312), (233371, 210311)]
[(233571, 210531), (233822, 210531), (233562, 210676), (233841, 210673), (233588, 210599), (233808, 210599), (233698, 210598)]
[(233898, 210818), (234149, 210818), (233889, 210963), (234168, 210960), (233915, 210886), (234135, 210886), (234025, 210885)]
[(234225, 211105), (234476, 211105), (234216, 211250), (234495, 211247), (234242, 211173), (234462, 211173), (234352, 211172)]
[(234552, 211392), (234803, 211392), (234543, 211537), (234822, 211534), (234569, 211460), (234789, 211460), (234679, 211459)]
[(234879, 211679), (235130, 211679), (234870, 211824), (235149, 211821), (234896, 211747), (235116, 211747), (235006, 211746)]
[(235206, 211966), (235457, 211966), (235197, 212111), (235476, 212108), (235223, 212034), (235443, 212034), (235333, 212033)]
[(235533, 212253), (235784, 212253), (235524, 212398), (235803, 212395), (235550, 212321), (235770, 212321), (235660, 212320)]
[(235860, 212540), (236111, 212540), (235851, 212685), (236130, 212682), (235877, 212608), (236097, 212608), (235987, 212607)]
[(236187, 212827), (236438, 212827), (236178, 212972), (236457, 212969), (236204, 212895), (236424, 212895), (236314, 212894)]
[(236519, 213119), (236770, 213119), (236510, 213264), (236789, 213261), (236536, 213187), (236756, 213187), (236646, 213186)]
[(236851, 213411), (237102, 213411), (236842, 213556), (237121, 213553), (236868, 213479), (237088, 213479), (236978, 213478)]
[(237183, 213703), (237434, 213703), (237174, 213848), (237453, 213845), (237200, 213771), (237420, 213771), (237310, 213770)]
[(237515, 213995), (237766, 213995), (237506, 214140), (237785, 214137), (237532, 214063), (237752, 214063), (237642, 214062)]
[(237847, 214287), (238098, 214287), (237838, 214432), (238117, 214429), (237864, 214355), (238084, 214355), (237974, 214354)]
[(238179, 214579), (238430, 214579), (238170, 214724), (238449, 214721), (238196, 214647), (238416, 214647), (238306, 214646)]
[(238511, 214871), (238762, 214871), (238502, 215016), (238781, 215013), (238528, 214939), (238748, 214939), (238638, 214938)]
[(238843, 215163), (239094, 215163), (238834, 215308), (239113, 215305), (238860, 215231), (239080, 215231), (238970, 215230)]
[(239175, 215455), (239426, 215455), (239166, 215600), (239445, 215597), (239192, 215523), (239412, 215523), (239302, 215522)]
[(239506, 215746), (239757, 215746), (239497, 215891), (239776, 215888), (239523, 215814), (239743, 215814), (239633, 215813)]
[(239837, 216037), (240088, 216037), (239828, 216182), (240107, 216179), (239854, 216105), (240074, 216105), (239964, 216104)]
[(240168, 216328), (240419, 216328), (240159, 216473), (240438, 216470), (240185, 216396), (240405, 216396), (240295, 216395)]
[(240499, 216619), (240750, 216619), (240490, 216764), (240769, 216761), (240516, 216687), (240736, 216687), (240626, 216686)]
[(240830, 216910), (241081, 216910), (240821, 217055), (241100, 217052), (240847, 216978), (241067, 216978), (240957, 216977)]
[(241161, 217201), (241412, 217201), (241152, 217346), (241431, 217343), (241178, 217269), (241398, 217269), (241288, 217268)]
[(241492, 217492), (241743, 217492), (241483, 217637), (241762, 217634), (241509, 217560), (241729, 217560), (241619, 217559)]
[(241823, 217783), (242074, 217783), (241814, 217928), (242093, 217925), (241840, 217851), (242060, 217851), (241950, 217850)]
[(242154, 218074), (242405, 218074), (242145, 218219), (242424, 218216), (242171, 218142), (242391, 218142), (242281, 218141)]
[(242481, 218361), (242732, 218361), (242472, 218506), (242751, 218503), (242498, 218429), (242718, 218429), (242608, 218428)]
[(242808, 218648), (243059, 218648), (242799, 218793), (243078, 218790), (242825, 218716), (243045, 218716), (242935, 218715)]
[(243135, 218935), (243386, 218935), (243126, 219080), (243405, 219077), (243152, 219003), (243372, 219003), (243262, 219002)]
[(243462, 219222), (243713, 219222), (243453, 219367), (243732, 219364), (243479, 219290), (243699, 219290), (243589, 219289)]
[(243789, 219509), (244040, 219509), (243780, 219654), (244059, 219651), (243806, 219577), (244026, 219577), (243916, 219576)]
[(244116, 219796), (244367, 219796), (244107, 219941), (244386, 219938), (244133, 219864), (244353, 219864), (244243, 219863)]
[(244443, 220083), (244694, 220083), (244434, 220228), (244713, 220225), (244460, 220151), (244680, 220151), (244570, 220150)]
[(244770, 220370), (245021, 220370), (244761, 220515), (245040, 220512), (244787, 220438), (245007, 220438), (244897, 220437)]
[(245097, 220657), (245348, 220657), (245088, 220802), (245367, 220799), (245114, 220725), (245334, 220725), (245224, 220724)]
[(245431, 220951), (245682, 220951), (245422, 221096), (245701, 221093), (245448, 221019), (245668, 221019), (245558, 221018)]
[(245765, 221245), (246016, 221245), (245756, 221390), (246035, 221387), (245782, 221313), (246002, 221313), (245892, 221312)]
[(246098, 221539), (246349, 221539), (246089, 221684), (246368, 221681), (246115, 221607), (246335, 221607), (246225, 221606)]
[(246432, 221833), (246683, 221833), (246423, 221978), (246702, 221975), (246449, 221901), (246669, 221901), (246559, 221900)]
[(246766, 222127), (247017, 222127), (246757, 222272), (247036, 222269), (246783, 222195), (247003, 222195), (246893, 222194)]
[(247099, 222421), (247350, 222421), (247090, 222566), (247369, 222563), (247116, 222489), (247336, 222489), (247226, 222488)]
[(247433, 222714), (247684, 222714), (247424, 222859), (247703, 222856), (247450, 222782), (247670, 222782), (247560, 222781)]
[(247767, 223007), (248018, 223007), (247758, 223152), (248037, 223149), (247784, 223075), (248004, 223075), (247894, 223074)]
[(248100, 223300), (248351, 223300), (248091, 223445), (248370, 223442), (248117, 223368), (248337, 223368), (248227, 223367)]
[(248429, 223589), (248680, 223589), (248420, 223734), (248699, 223731), (248446, 223657), (248666, 223657), (248556, 223656)]
[(248758, 223878), (249009, 223878), (248749, 224023), (249028, 224020), (248775, 223946), (248995, 223946), (248885, 223945)]
[(249087, 224167), (249338, 224167), (249078, 224312), (249357, 224309), (249104, 224235), (249324, 224235), (249214, 224234)]
[(249416, 224456), (249667, 224456), (249407, 224601), (249686, 224598), (249433, 224524), (249653, 224524), (249543, 224523)]
[(249745, 224745), (249996, 224745), (249736, 224890), (250015, 224887), (249762, 224813), (249982, 224813), (249872, 224812)]
[(250074, 225034), (250325, 225034), (250065, 225179), (250344, 225176), (250091, 225102), (250311, 225102), (250201, 225101)]
[(250403, 225323), (250654, 225323), (250394, 225468), (250673, 225465), (250420, 225391), (250640, 225391), (250530, 225390)]
[(250732, 225612), (250983, 225612), (250723, 225757), (251002, 225754), (250749, 225680), (250969, 225680), (250859, 225679)]
[(251061, 225901), (251312, 225901), (251052, 226046), (251331, 226043), (251078, 225969), (251298, 225969), (251188, 225968)]
[(251389, 226189), (251640, 226189), (251380, 226334), (251659, 226331), (251406, 226257), (251626, 226257), (251516, 226256)]
[(251716, 226477), (251967, 226477), (251707, 226622), (251986, 226619), (251733, 226545), (251953, 226545), (251843, 226544)]
[(252043, 226765), (252294, 226765), (252034, 226910), (252313, 226907), (252060, 226833), (252280, 226833), (252170, 226832)]
[(252371, 227052), (252622, 227052), (252362, 227197), (252641, 227194), (252388, 227120), (252608, 227120), (252498, 227119)]
[(252698, 227339), (252949, 227339), (252689, 227484), (252968, 227481), (252715, 227407), (252935, 227407), (252825, 227406)]
[(253025, 227626), (253276, 227626), (253016, 227771), (253295, 227768), (253042, 227694), (253262, 227694), (253152, 227693)]
[(253353, 227913), (253604, 227913), (253344, 228058), (253623, 228055), (253370, 227981), (253590, 227981), (253480, 227980)]
[(253680, 228200), (253931, 228200), (253671, 228345), (253950, 228342), (253697, 228268), (253917, 228268), (253807, 228267)]
[(254007, 228487), (254258, 228487), (253998, 228632), (254277, 228629), (254024, 228555), (254244, 228555), (254134, 228554)]
[(254329, 228769), (254580, 228769), (254320, 228914), (254599, 228911), (254346, 228837), (254566, 228837), (254456, 228836)]
[(254651, 229051), (254902, 229051), (254642, 229196), (254921, 229193), (254668, 229119), (254888, 229119), (254778, 229118)]
[(254973, 229333), (255224, 229333), (254964, 229478), (255243, 229475), (254990, 229401), (255210, 229401), (255100, 229400)]
[(255295, 229615), (255546, 229615), (255286, 229760), (255565, 229757), (255312, 229683), (255532, 229683), (255422, 229682)]
[(255617, 229897), (255868, 229897), (255608, 230042), (255887, 230039), (255634, 229965), (255854, 229965), (255744, 229964)]
[(255939, 230179), (256190, 230179), (255930, 230324), (256209, 230321), (255956, 230247), (256176, 230247), (256066, 230246)]
[(256261, 230461), (256512, 230461), (256252, 230606), (256531, 230603), (256278, 230529), (256498, 230529), (256388, 230528)]
[(256583, 230743), (256834, 230743), (256574, 230888), (256853, 230885), (256600, 230811), (256820, 230811), (256710, 230810)]
[(256905, 231025), (257156, 231025), (256896, 231170), (257175, 231167), (256922, 231093), (257142, 231093), (257032, 231092)]
[(257237, 231317), (257488, 231317), (257228, 231462), (257507, 231459), (257254, 231385), (257474, 231385), (257364, 231384)]
[(257569, 231609), (257820, 231609), (257560, 231754), (257839, 231751), (257586, 231677), (257806, 231677), (257696, 231676)]
[(257901, 231901), (258152, 231901), (257892, 232046), (258171, 232043), (257918, 231969), (258138, 231969), (258028, 231968)]
[(258233, 232193), (258484, 232193), (258224, 232338), (258503, 232335), (258250, 232261), (258470, 232261), (258360, 232260)]
[(258565, 232485), (258816, 232485), (258556, 232630), (258835, 232627), (258582, 232553), (258802, 232553), (258692, 232552)]
[(258897, 232777), (259148, 232777), (258888, 232922), (259167, 232919), (258914, 232845), (259134, 232845), (259024, 232844)]
[(259229, 233069), (259480, 233069), (259220, 233214), (259499, 233211), (259246, 233137), (259466, 233137), (259356, 233136)]
[(259561, 233361), (259812, 233361), (259552, 233506), (259831, 233503), (259578, 233429), (259798, 233429), (259688, 233428)]
[(259893, 233653), (260144, 233653), (259884, 233798), (260163, 233795), (259910, 233721), (260130, 233721), (260020, 233720)]
[(260224, 233944), (260475, 233944), (260215, 234089), (260494, 234086), (260241, 234012), (260461, 234012), (260351, 234011)]
[(260555, 234235), (260806, 234235), (260546, 234380), (260825, 234377), (260572, 234303), (260792, 234303), (260682, 234302)]
[(260886, 234526), (261137, 234526), (260877, 234671), (261156, 234668), (260903, 234594), (261123, 234594), (261013, 234593)]
[(261217, 234817), (261468, 234817), (261208, 234962), (261487, 234959), (261234, 234885), (261454, 234885), (261344, 234884)]
[(261548, 235108), (261799, 235108), (261539, 235253), (261818, 235250), (261565, 235176), (261785, 235176), (261675, 235175)]
[(261879, 235399), (262130, 235399), (261870, 235544), (262149, 235541), (261896, 235467), (262116, 235467), (262006, 235466)]
[(262210, 235690), (262461, 235690), (262201, 235835), (262480, 235832), (262227, 235758), (262447, 235758), (262337, 235757)]
[(262541, 235981), (262792, 235981), (262532, 236126), (262811, 236123), (262558, 236049), (262778, 236049), (262668, 236048)]
[(262872, 236272), (263123, 236272), (262863, 236417), (263142, 236414), (262889, 236340), (263109, 236340), (262999, 236339)]
[(263203, 236563), (263454, 236563), (263194, 236708), (263473, 236705), (263220, 236631), (263440, 236631), (263330, 236630)]
[(263534, 236854), (263785, 236854), (263525, 236999), (263804, 236996), (263551, 236922), (263771, 236922), (263661, 236921)]
[(263865, 237145), (264116, 237145), (263856, 237290), (264135, 237287), (263882, 237213), (264102, 237213), (263992, 237212)]
[(264196, 237436), (264447, 237436), (264187, 237581), (264466, 237578), (264213, 237504), (264433, 237504), (264323, 237503)]
[(264527, 237727), (264778, 237727), (264518, 237872), (264797, 237869), (264544, 237795), (264764, 237795), (264654, 237794)]
[(264858, 238018), (265109, 238018), (264849, 238163), (265128, 238160), (264875, 238086), (265095, 238086), (264985, 238085)]
[(265189, 238309), (265440, 238309), (265180, 238454), (265459, 238451), (265206, 238377), (265426, 238377), (265316, 238376)]
[(265520, 238600), (265771, 238600), (265511, 238745), (265790, 238742), (265537, 238668), (265757, 238668), (265647, 238667)]
[(265851, 238891), (266102, 238891), (265842, 239036), (266121, 239033), (265868, 238959), (266088, 238959), (265978, 238958)]
[(266182, 239182), (266433, 239182), (266173, 239327), (266452, 239324), (266199, 239250), (266419, 239250), (266309, 239249)]
[(266513, 239473), (266764, 239473), (266504, 239618), (266783, 239615), (266530, 239541), (266750, 239541), (266640, 239540)]
